id,popularity,explicit,availability,track_number,release_date,num_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
59Ab8DT1GqIRFbmDsmWMgd,50,False,79,11,2017-03-31,1,0.617,0.844,0.0,-4.844,1.0,0.0598,0.412,0.000831,0.267,0.593,135.022,363307.0,3.0
1GAD6GdDqUUcByskfGWE8Z,13,False,22,6,2010-06-18,1,0.59,0.87,0.0,-4.316,1.0,0.357,0.0294,0.0,0.0519,0.358,172.044,298893.0,4.0
3LyJxgGOskFrE7TDwnMyLC,8,False,1,11,2013-01-01,3,0.643,0.825,0.0,-4.621,0.0,0.0418,0.0355,0.0453,0.0749,0.465,129.997,357800.0,4.0
2N3PUd0D0Dd8XkJM4JBJui,15,False,78,12,2015-01-08,1,0.777,0.213,7.0,-15.184,0.0,0.807,0.469,0.0,0.156,0.928,83.611,35549.0,4.0
17ZmrriLHd1RnaFBp6c7UI,23,False,2,5,2015-12-04,1,0.638,0.924,7.0,-3.887,1.0,0.0359,0.00205,0.000173,0.149,0.529,111.995,263787.0,4.0
5QXRWapDli7ouHgAIPbdFO,3,False,1,8,2005-10-28,1,0.607,0.542,1.0,-8.002,1.0,0.0468,0.483,0.0,0.312,0.435,75.959,290107.0,4.0
7fa9MBXhVfQ8P8Df9OEbD8,78,True,75,22,2018-06-15,2,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,235545.0,4.0
0qNOP9UbCsEwzjtYTr0J70,2,False,51,3,2013-01-01,2,0.711,0.58,4.0,-5.032,1.0,0.347,0.00522,0.0,0.339,0.749,142.069,193307.0,4.0
3C60XidZQYycU8qHqkjpUC,1,False,1,7,2006-01-01,1,0.631,0.904,10.0,-3.662,0.0,0.213,0.0839,0.0,0.929,0.544,105.765,217747.0,5.0
6rXeSzoFfGXUF321oms2y5,24,False,3,7,2009-01-01,1,0.388,0.977,7.0,-3.583,1.0,0.0815,0.0406,8.23e-06,0.64,0.195,162.036,219867.0,4.0
0JbM7TGYXdRQ0k8FWCJbPc,14,False,73,24,2020-02-28,2,0.751,0.686,8.0,-7.34,1.0,0.0945,0.154,3.66e-06,0.114,0.809,104.06,247667.0,4.0
4bEaRFFhrx3bkE6X3RyHNq,21,False,75,7,1987-11-06,2,0.756,0.572,11.0,-15.75,0.0,0.0373,0.0325,0.283,0.106,0.929,117.994,272600.0,4.0
4Kel1dUsQKDGsj39cvgAcw,1,False,1,7,2001-03-27,1,0.192,0.785,5.0,-5.048,1.0,0.0434,0.4,4.43e-06,0.442,0.272,82.872,376267.0,4.0
